,Unnamed: 0,id,age,habitationStatus,addresses/principalResidence/municipality,addresses/principalResidence/latitude,addresses/principalResidence/longitude,workActivity,totalIncome,Food and Dining,Income,Entertainment,Transfer,Shopping,Bills and Utilities,Auto and Transport,Home,Taxes,Health and Fitness,Fees and Charges,Mortgage and Rent,Travel,spending
1189,1189,15caef43-fa61-4082-a382-dd250dd9e68a,40,With Spouse,Scarborough,43.81040723,-79.25698143,fulltime,30725,151,15,7,14,16,6,18,7,2,0,0,7,0,30572.54
1190,1190,a5c8e49a-c5f2-4808-82e3-f4f4e1d39d81,51,With Spouse,Toronto,43.64989308,-79.39643131,parttime,32050.5,147,16,5,44,8,6,14,8,0,0,0,0,0,32165.47
1191,1191,7d247aae-1c4a-4777-bae0-ba3d280836a5,57,With Spouse,Scarborough,43.82203469,-79.21129144,fulltime,47209.8,147,16,6,21,6,34,26,9,1,0,0,0,0,40883.28
1192,1192,b4e80879-059b-43d3-8d78-d8c757f91ee6,19,With Parent,Scarborough,43.80877418,-79.20683237,unemployed,0,110,1,0,30,11,0,0,0,1,0,0,0,0,337.27
1193,1193,ec6076b4-10df-4fec-ba98-e7d8baedea9a,56,With Spouse,Toronto,43.63451734,-79.4288825,unemployed,0,113,0,0,0,7,0,0,0,0,0,6,0,0,2351.681218
1194,1194,79237615-7a6f-45fe-8414-ef998e9de2fc,53,With Spouse,Toronto,43.67880506,-79.3358716,fulltime,52858.6,135,17,8,21,9,25,14,10,5,0,7,0,0,55160.47
1195,1195,f25bc3eb-3855-4a37-b7e5-f3ea6d56e4c8,54,With Spouse,Etobicoke,43.6506764,-79.52155395,fulltime,103388.45,143,15,7,15,7,18,15,9,1,11,0,0,0,114484.02
1196,1196,becad307-acaf-484a-9a74-b22eb1bdfffc,36,With Parent,Scarborough,43.81976183,-79.27594671,parttime,12905,118,16,0,45,8,0,0,0,0,0,0,0,0,13862.83
1197,1197,fa682113-d1e2-4258-9de5-2d8e659280d7,55,With Spouse,North York,43.74294062,-79.50096109,fulltime,46426.65,139,15,7,36,5,0,12,7,1,13,0,0,0,45205.33
1198,1198,3b617599-f065-4fac-b87a-8467f5801936,54,With Spouse,Etobicoke,43.62690651,-79.47837504,fulltime,36622.9,149,17,7,21,8,28,15,8,5,0,0,0,0,26869.2
1199,1199,00cb2b44-2777-45b0-bf5a-68e9e91d9102,18,With Parent,Toronto,43.6605928,-79.37834504,unemployed,0,98,1,0,30,12,0,0,0,0,0,0,0,0,117.05
1200,1200,57914cce-7c72-443e-9ee3-1457a5639e4f,55,With Spouse,Etobicoke,43.67224055,-79.51814699,fulltime,63532.9,146,16,7,15,144,34,20,10,5,0,0,0,0,61462.09
1201,1201,911093ea-1881-43b9-bd81-1a3752e3fb2f,52,With Spouse,North York,43.78685643,-79.36813335,parttime,32923.35,140,17,6,57,4,0,16,10,0,11,0,0,0,25458.4
1202,1202,bb35e15a-4fb5-4dde-9211-0c755357380f,17,With Parent,North York,43.75654049,-79.48978751,unemployed,0,99,0,0,31,8,0,0,0,0,0,0,0,0,76.73
1203,1203,5d61704e-4a4f-4bb1-83b5-630bb398a1a4,17,With Parent,Toronto,43.67617788,-79.43902679,unemployed,0,107,0,0,31,10,0,0,0,0,0,0,0,0,157.07
1204,1204,e4961585-6ace-43dc-a959-3ca8168b1d57,31,With Parent,Scarborough,43.78928765,-79.21939154,parttime,4526.61,111,16,0,45,13,0,0,0,0,0,0,0,0,4728.29
1205,1205,9674f9a3-d22e-4ae3-b2a4-d8e00cf5bd65,54,With Spouse,Toronto,43.66956979,-79.37520856,parttime,16648.55,148,16,6,35,7,0,18,8,0,0,0,0,0,12969.3
1206,1206,d3144db6-9c2c-4802-8804-2712a1e9386d,53,With Spouse,Scarborough,43.73216966,-79.29903538,fulltime,38884.95,145,16,7,22,7,0,15,9,0,0,0,7,0,30395.33
1207,1207,2ae99498-baae-4751-a173-e0e035a35449,46,With Spouse,York,43.69009404,-79.47220995,parttime,23398.1,138,16,7,73,15,6,14,7,0,0,0,0,0,20193.97
1208,1208,88972363-e1d5-4b9a-b7eb-e9dd8d3d9200,40,With Spouse,East York,43.68826024,-79.31287249,fulltime,42951,152,15,7,22,8,34,23,12,6,0,0,0,0,35352.27
1209,1209,6c7aea82-f5ff-44a0-8ad0-a9b9a883b2cc,50,With Spouse,Scarborough,43.78811622,-79.26187533,fulltime,40073,145,15,7,73,9,6,13,10,1,0,0,0,0,39927.46
1210,1210,13bf829f-4810-42b5-97b8-fa9b225af3de,56,With Spouse,Etobicoke,43.68815911,-79.51442006,fulltime,56953.75,145,15,6,15,18,33,14,10,6,0,0,0,0,54340.47
1211,1211,51fca1b9-60d7-4609-8f45-772cde89bf77,53,With Spouse,Toronto,43.64193305,-79.39147191,fulltime,64332.15,144,15,6,16,143,12,14,7,0,0,0,0,0,68910.96
1212,1212,8006390f-9d3b-42bb-a666-511a4d2aa26c,39,With Spouse,Scarborough,43.76676947,-79.22642856,fulltime,45469,142,16,6,51,17,0,15,10,1,0,0,7,0,35785.49
1213,1213,9795a3ed-7700-4188-8d31-5df6926afd0a,37,With Spouse,North York,43.7653441,-79.41261507,fulltime,37170,148,15,7,16,20,19,22,8,0,0,0,7,0,38053.37
1214,1214,5d52a757-b25f-43e8-ae54-f062d5319536,17,With Parent,North York,43.7558382,-79.41161107,unemployed,0,101,0,0,30,11,0,0,0,1,0,0,0,0,152.34
1215,1215,2fb9479e-2c97-4851-a21c-69660c6a264e,54,With Spouse,Toronto,43.68351926,-79.31306029,parttime,30719.95,150,16,7,22,8,27,15,9,5,0,0,0,0,21349.06
1216,1216,7be9e113-e450-430b-8619-a0fea0ea9186,37,With Spouse,Scarborough,43.77805019,-79.29435294,fulltime,30517,148,15,7,22,19,0,19,7,1,14,0,7,0,20479.81
1217,1217,2e294457-3255-4f5d-b157-a0f2bd1df860,35,With Spouse,Toronto,43.65046594,-79.39227779,fulltime,35677,149,17,7,21,24,35,11,11,5,12,0,0,0,24434.05
1218,1218,972f0f74-d766-40ba-8c73-2a8bc1852cfd,40,With Spouse,Etobicoke,43.61573664,-79.48788214,parttime,18228,146,15,6,35,9,0,16,9,2,13,0,0,0,13503.99
1219,1219,1ac08562-2c5c-4da2-af7a-f86a4f2653e1,51,With Spouse,North York,43.71834944,-79.48281785,fulltime,50348.15,140,15,6,36,135,7,27,9,1,0,0,0,0,40537.46
1220,1220,470852d8-bb4d-4de2-b6e2-38ecf28da5ce,53,With Spouse,Etobicoke,43.65107332,-79.49591129,fulltime,82532.05,148,16,5,22,6,19,17,12,5,0,0,0,0,88931.26
1221,1221,a38efd1d-0be3-42d4-8397-06163519c464,53,With Spouse,Toronto,43.69691738,-79.40676016,fulltime,123192.6,144,16,7,22,17,27,16,11,5,14,0,0,2,123662.27
1222,1222,aa8c0a76-6a51-488f-af41-b3bab4f197e5,54,With Spouse,Toronto,43.66740764,-79.41648487,fulltime,67147.35,143,16,6,35,7,0,14,7,1,0,0,0,0,61511.56
1223,1223,e92950d9-8a7b-4dd3-b724-423b40727cc5,54,With Spouse,Etobicoke,43.59032165,-79.54647606,fulltime,36193.95,143,15,4,23,15,25,24,11,5,0,7,0,0,32375.54
1224,1224,21bb67de-3ea3-4ca3-93d5-fa5e1d3e04df,35,With Spouse,North York,43.75654049,-79.48978751,fulltime,31061,156,15,5,45,21,6,20,9,0,15,0,0,0,29733.25
1225,1225,50141834-cb76-4409-b781-7d656290fa34,52,With Spouse,Etobicoke,43.68570194,-79.5218399,fulltime,35111.8,149,15,6,14,5,18,16,9,2,0,0,0,0,36061.68
1226,1226,e13c5e0e-bd75-49c7-a20b-1bbe8ac29029,17,With Parent,Toronto,43.65481686,-79.40148005,unemployed,0,110,1,0,31,6,0,0,0,0,0,0,0,0,41.85
1227,1227,6f2bdefb-16fa-40c2-8811-b0956c388712,59,With Spouse,Toronto,43.6921805,-79.41662347,fulltime,49260.25,143,15,7,22,20,7,22,9,0,11,0,7,0,37055.37
1228,1228,8f082230-52cd-4377-b47d-c835ba5996e5,53,With Spouse,North York,43.7584754,-79.4124186,fulltime,42723.65,145,16,6,44,8,6,21,10,0,0,0,0,0,43569.04
1229,1229,3d26ea43-fd04-4531-b4b8-f9dc11f111da,39,With Spouse,Toronto,43.64941226,-79.37087997,fulltime,47631,149,15,7,29,7,7,13,11,1,0,7,0,0,48695.73
1230,1230,03e28f1d-531c-40a2-a8a0-87bd0dbbb17b,41,With Spouse,Scarborough,43.77858062,-79.28117176,fulltime,37637,149,15,7,36,9,6,28,8,0,0,0,0,0,35359.1
1231,1231,90242cc4-4743-46b1-8473-84cc7063817b,46,With Spouse,Toronto,43.66743469,-79.31731829,parttime,29496.5,146,15,5,15,154,18,15,8,1,0,0,0,0,26451.34
1232,1232,3cc828c2-6174-4e50-a182-4eb6c6d9648f,21,With Parent,North York,43.77838832,-79.42748486,parttime,5843.31,100,15,0,33,13,0,0,0,0,0,0,0,0,6838.78
1233,1233,63ac52a6-f039-4149-9415-7fc448dbc6af,41,With Spouse,Scarborough,43.73075189,-79.27121417,fulltime,26991,146,16,5,22,8,13,26,8,0,0,0,0,0,26633.08
1234,1234,d68fd153-c96e-4873-b649-a88cf9b29562,57,With Spouse,North York,43.77759902,-79.42322577,parttime,30295.6,146,16,6,35,6,0,23,8,0,0,0,0,0,18456.59
1235,1235,5869bd47-c427-4fd4-ab68-8f284583e772,34,With Spouse,Scarborough,43.69359458,-79.26284992,fulltime,55187,148,15,7,52,19,34,11,11,1,13,0,0,0,48038
1236,1236,ac568bee-f22d-4b51-ab1a-d6025adebec4,38,With Spouse,Toronto,43.64263656,-79.4230275,fulltime,36476,145,15,7,16,17,19,14,10,0,0,0,7,0,37660.62
1237,1237,dc1abd2c-9f29-4e87-bb46-aac9b93ed94c,34,With Spouse,Toronto,43.64784548,-79.40585328,fulltime,43123,147,16,7,20,13,0,13,10,1,0,0,7,0,33991.33
1238,1238,66daf67f-4158-44dc-a7c5-e1c3be590210,23,With Parent,Toronto,43.68351926,-79.31306029,parttime,12138.06,118,15,0,45,13,0,0,0,0,0,0,0,0,14328.21
1239,1239,07d8dd33-a486-4194-8e58-e7d44c3b178d,17,With Parent,Scarborough,43.78951131,-79.16512229,unemployed,0,94,1,0,30,7,0,0,0,0,0,0,0,0,52.21
1240,1240,175adf11-0508-46d2-94c4-1d104ea47f1b,40,With Spouse,Toronto,43.71620863,-79.39752642,fulltime,55886,142,15,6,29,16,15,21,9,1,14,0,0,0,46950.76
1241,1241,234cadbf-d8c8-4345-9e14-9ff2772245b3,16,With Parent,Etobicoke,43.66532594,-79.54410598,unemployed,0,93,2,0,29,11,0,0,0,0,0,0,0,0,88.03
1242,1242,d4dad485-dab9-4827-ae32-16e77ac234c6,50,With Spouse,Toronto,43.65815014,-79.46761911,fulltime,40073,139,16,5,22,20,28,13,9,0,0,0,0,0,31713.54
1243,1243,59cfef17-5cf2-4f58-98b9-a9ec2994ca1d,53,With Spouse,Toronto,43.70084495,-79.42154048,fulltime,54929.75,149,16,6,109,8,29,13,11,0,0,0,0,0,47153.05
1244,1244,179605fa-d698-4172-86de-817c8166919e,62,With Spouse,York,43.68599798,-79.47357579,parttime,19561.45,147,15,4,21,6,28,22,8,6,0,0,0,0,13167.3
1245,1245,ce67067b-864b-4f4c-b160-933ac960f2d7,51,With Spouse,Toronto,43.68177612,-79.45914682,fulltime,86541.4,151,16,7,28,9,33,13,11,6,0,0,0,0,72957.7
1246,1246,73cd6929-b6ba-4ec4-bc14-ee573b5bf73f,25,With Parent,Toronto,43.65972468,-79.33729923,parttime,8502.45,118,16,0,44,14,0,0,0,0,0,0,0,0,9538.02
1247,1247,36681430-342a-42d1-8c50-574c6ddc8994,19,With Parent,Scarborough,43.7748609,-79.29342268,unemployed,0,106,0,0,30,14,0,0,0,1,0,0,0,0,93.68
1248,1248,2168ba7d-f979-4587-bf97-26969e16e90d,55,With Spouse,East York,43.6979764,-79.29935233,fulltime,41283.85,141,16,7,15,8,28,15,9,5,0,0,0,0,37126.24
1249,1249,080b0c6a-0e50-476a-be60-7e7acdda29ee,22,With Parent,Toronto,43.66397688,-79.41231344,parttime,6984.12,115,15,0,45,11,0,0,0,1,0,0,0,0,8197.83
1250,1250,edbd0eaa-1fc0-42cc-b677-32c2c0207662,37,With Spouse,Scarborough,43.78040572,-79.29507027,fulltime,30944,146,15,7,51,16,40,12,9,6,0,0,0,0,18218.86
1251,1251,ac32e591-49c0-45ee-bcad-b2c8677fb6b4,37,With Spouse,North York,43.74519919,-79.36223919,fulltime,78591,138,15,7,22,16,0,19,9,1,12,0,7,0,74098.69
1252,1252,09a0b0aa-8e3c-45d2-a492-81308b8ff641,55,With Spouse,North York,43.74420167,-79.34921721,fulltime,44873,148,16,7,22,7,27,12,9,0,15,0,0,0,38794.29
1253,1253,f476dc50-3d3e-4507-96d3-74b1c3ddbb38,25,With Parent,North York,43.76097495,-79.51997989,unemployed,0,116,0,0,35,12,0,0,0,1,0,5,0,0,1010.072835
1254,1254,02cdcd27-fb77-4b34-909a-59a13ae3f20f,55,With Spouse,Toronto,43.6921805,-79.41662347,fulltime,40246.55,143,15,6,82,13,34,25,13,0,0,0,0,0,31074.6
1255,1255,bb9eb597-d4ed-40ee-99f1-f67f70ce71c8,34,With Spouse,Toronto,43.65481686,-79.40148005,fulltime,57497,149,16,7,74,13,13,20,8,0,0,0,0,0,59229.11
1256,1256,c57a9430-50d9-488e-aba7-6d4b4ccbfb27,37,With Spouse,East York,43.69505507,-79.29178476,fulltime,26194,148,15,4,16,19,26,20,8,5,0,7,0,0,23946.97
1257,1257,6ca689db-3456-454e-8c8a-0b350b7a199a,39,With Spouse,Toronto,43.64136658,-79.39976534,fulltime,52816,147,16,6,36,7,0,16,8,0,0,0,0,0,51922.19
1258,1258,0fee6b33-d653-4bf6-a1e9-3057db119b94,56,With Spouse,North York,43.78084814,-79.35998743,fulltime,54809,143,15,8,23,9,27,14,12,5,0,0,0,0,50455.96
1259,1259,5a926f87-38dc-4179-8f94-29a0d858ac81,36,With Spouse,Scarborough,43.75747546,-79.30515027,fulltime,51377,156,15,7,51,14,0,22,9,0,0,0,7,0,42194.53
1260,1260,703d28b8-86fd-4967-b450-fe79332ab771,30,With Spouse,Etobicoke,43.67601371,-79.56987177,parttime,10519.41,153,15,6,22,22,14,13,7,1,0,0,7,0,6964.12
1261,1261,f4f8b789-bd1a-48ba-b00c-a096ef9a603f,49,With Spouse,North York,43.71887089,-79.43000421,parttime,25975.4,147,15,7,15,9,7,13,7,1,0,0,0,0,25997.77
1262,1262,92a3e6d2-7f45-43e4-b432-32883b6bf4c4,38,With Spouse,Scarborough,43.80418201,-79.31249131,parttime,16549,147,15,7,54,153,34,28,9,6,0,4,0,0,14520.14682
1263,1263,3bfb176f-f67d-4645-840a-38519a44087e,54,With Spouse,York,43.69037596,-79.44901625,fulltime,49630.55,137,16,6,57,5,0,21,9,1,0,0,0,0,42434.57
1264,1264,6e0a89c5-57c5-4f64-83b5-28be74409833,40,With Spouse,York,43.69850904,-79.44403146,fulltime,28086,150,16,7,15,7,28,17,9,5,0,0,0,0,20863.77
1265,1265,254cfa83-2325-46a6-ab4b-4dc57018bee0,32,With Spouse,Scarborough,43.72200853,-79.2270408,fulltime,101136,153,16,7,29,23,33,16,12,5,10,0,0,0,85630.03
1266,1266,74530f30-2cd1-4e70-9083-b47fd2c525af,55,With Spouse,Toronto,43.70807197,-79.41839652,parttime,23748.65,150,15,7,88,7,0,27,8,0,0,0,7,0,13203.15
1267,1267,5ca717cb-07ac-4d99-a8a4-fe4c7b05c234,47,With Spouse,North York,43.73802899,-79.5013005,fulltime,46087.8,142,15,6,64,13,6,22,10,2,0,0,0,0,39144
1268,1268,8a25f1c8-93a3-46a5-91c5-1a4a2b3570f0,19,With Parent,Scarborough,43.78811622,-79.26187533,unemployed,0,109,1,0,30,12,0,0,0,0,0,0,0,0,167.16
1269,1269,b5a7b50f-2471-4feb-9721-06757f9da267,57,With Spouse,Toronto,43.70807197,-79.41839652,parttime,19324.6,144,16,7,21,6,27,17,9,1,0,0,0,0,9628.17
1270,1270,0a1301f5-623b-4653-8b31-136a68784b72,26,With Parent,East York,43.69596263,-79.3174775,parttime,9817.83,117,16,0,45,11,0,0,0,0,0,0,0,0,11521.38
1271,1271,3669a5f9-8f41-4053-bf6c-59602956decd,46,With Spouse,Scarborough,43.69359458,-79.26284992,fulltime,58988.6,144,16,7,21,15,0,21,8,1,13,0,7,0,51662.45
1272,1272,8359834b-fd07-4ff1-8c5f-9baf19539b6e,37,With Spouse,Toronto,43.70882105,-79.38946915,fulltime,40011,149,15,7,44,23,14,21,11,1,0,0,0,0,37253.55
1273,1273,7516fd74-6a7b-4540-a8d5-c7e59abf6f1d,20,With Parent,Toronto,43.64820845,-79.43780871,parttime,8521.92,112,16,0,32,15,0,0,0,0,0,0,0,0,10468.8
1274,1274,25a16219-1fc6-42e6-8ff2-0df2590a8186,15,With Parent,Toronto,43.63994376,-79.47358752,unemployed,0,109,1,0,30,4,0,0,0,0,0,0,0,0,53.63
1275,1275,123deea1-e5fe-4458-b3ba-af8d14b2119c,45,With Spouse,North York,43.72190452,-79.44888923,fulltime,65430.2,147,16,6,29,9,27,22,8,5,0,0,0,0,48839.84
1276,1276,dfcd911c-bab2-4e52-a7fd-4d8b30a5b922,19,With Parent,Toronto,43.67387851,-79.29917627,unemployed,0,106,0,0,31,12,0,0,0,0,0,0,0,0,174.2
1277,1277,f944bc69-37fb-466a-aaab-28bb34e7d690,50,With Spouse,North York,43.7822313,-79.33555377,fulltime,55092.4,140,15,7,35,7,0,17,7,1,0,0,0,0,51207.5
1278,1278,c6da1320-6749-4d0f-b650-b919fa611f82,50,With Spouse,North York,43.7822313,-79.33555377,fulltime,44363,149,15,6,22,146,40,17,10,5,0,0,0,0,38161.72
1279,1279,5922921a-e398-4ac4-bd55-7b1e226975f0,66,With Spouse,North York,43.7342924,-79.42110931,fulltime,46029.4,142,15,7,22,141,34,14,12,6,13,0,0,0,39535.57
1280,1280,03cf2702-12ac-409b-87c4-f65b79bca11f,14,With Parent,North York,43.75130978,-79.31629117,unemployed,0,103,1,0,29,4,0,0,0,1,0,0,0,0,54.62
1281,1281,bc405dfd-4c7f-48c7-b867-942b9baaf5d0,19,With Parent,Scarborough,43.78811622,-79.26187533,unemployed,0,114,0,0,31,9,0,0,0,0,0,0,0,0,83.31
1282,1282,8798d075-7b32-4b75-8995-270421951dd0,53,With Spouse,North York,43.7402303,-79.42255459,fulltime,72993.95,137,15,8,22,17,20,27,11,6,0,7,0,0,75632.99
1283,1283,bc77e998-d62d-4324-b976-e181ad7d9c50,19,With Parent,Scarborough,43.78040572,-79.29507027,unemployed,0,113,0,0,32,10,0,0,0,1,0,0,0,0,277.78
1284,1284,e7314a79-b7d6-4b8e-bbf6-ccb7767faa5a,47,With Spouse,Etobicoke,43.68570194,-79.5218399,fulltime,39796.9,148,16,6,44,9,6,21,11,0,0,0,0,0,40684.47
1285,1285,a7c12e8e-7d1f-4534-b271-45d69d2bb947,52,With Spouse,Etobicoke,43.66532594,-79.54410598,fulltime,127972,136,15,6,23,18,27,20,13,0,0,0,0,4,132862.78
1286,1286,40315e2f-543c-4b55-888f-9b207dfe2ced,23,With Parent,Toronto,43.67785539,-79.38860795,parttime,18300.48,115,16,0,45,9,0,0,0,0,0,0,0,0,21230.3
1287,1287,aa3f809b-9785-4346-98f9-94522c1f9e5f,34,With Spouse,East York,43.70575935,-79.37086346,fulltime,45129,157,16,6,58,12,28,17,8,5,0,0,0,0,33007.14
1288,1288,ecb5a391-dd18-4a82-9cc5-cf25c46a15e8,33,With Spouse,Toronto,43.69839519,-79.39492383,fulltime,34329,153,15,5,16,14,12,24,10,0,0,0,0,0,35036.22
1289,1289,cfd42ef8-7ecb-4137-8bce-d9879160cf64,19,With Parent,North York,43.7558382,-79.41161107,unemployed,0,113,0,0,30,11,0,0,0,1,0,0,0,0,123.89
1290,1290,64fd3e30-1358-4244-bc5e-e8c87a7aeb9e,32,With Spouse,Toronto,43.68069879,-79.44380218,fulltime,46800,152,15,7,15,25,6,17,8,1,14,0,0,0,48058.52
1291,1291,4b5b4232-2a15-482a-8ad5-a6c6e7b3285c,43,With Spouse,North York,43.75815496,-79.40506803,fulltime,39215,149,15,6,16,140,13,13,10,0,0,0,0,0,39780.06
1292,1292,6b305032-d438-4ebe-81c1-5f8efebe59d3,19,With Parent,North York,43.74519919,-79.36223919,unemployed,0,112,0,0,30,12,0,0,0,1,0,0,0,0,115.8
1293,1293,fec69a0b-7ebf-4954-bff9-6b2632eca5c1,37,With Spouse,Toronto,43.68679966,-79.30492634,fulltime,49321,146,15,7,14,25,34,20,8,7,0,0,0,0,42645.62
1294,1294,d188a684-235d-4c25-be6d-c16a3103fe69,55,With Spouse,Scarborough,43.73888729,-79.25565386,unemployed,0,115,0,0,0,7,0,0,0,0,0,6,0,0,2404.743014
1295,1295,cce04439-6a60-4fd6-b9da-baa0908e2bfd,34,With Spouse,North York,43.70944389,-79.49073608,fulltime,31376,149,15,6,46,20,6,18,9,0,0,0,0,0,30595.01
1296,1296,c3b902dc-d3c3-4d6f-9000-de59d6433076,36,With Spouse,Toronto,43.6861807,-79.32367519,fulltime,51982,150,15,7,36,14,0,14,7,1,0,0,0,0,46508.69
1297,1297,8a2075b5-7016-41e4-8fbf-a7a9afd96550,55,With Spouse,Toronto,43.68449051,-79.3333927,fulltime,36774.7,144,15,6,50,13,18,24,9,2,0,0,7,0,24929.78
1298,1298,5a35d15d-ab81-486e-983f-7187458dc61a,36,With Spouse,Etobicoke,43.60139533,-79.5014788,fulltime,36058,155,17,6,21,16,26,25,11,5,0,7,0,0,33556.24
1299,1299,854f518a-2056-47ee-a90a-b7afd7c641dc,14,With Parent,Scarborough,43.81692041,-79.28574417,unemployed,0,106,1,0,30,3,0,0,0,0,0,0,0,0,98.35
1300,1300,c46fd745-2c21-4676-a623-c8222c487640,41,With Spouse,North York,43.77857338,-79.32796944,fulltime,25898,146,15,6,45,17,33,14,9,5,0,0,0,0,17973
1301,1301,32cc1d24-6bac-42e9-9c92-733707d1c249,46,With Spouse,Toronto,43.63883336,-79.39883876,parttime,31391.8,143,15,7,59,18,0,26,9,0,0,0,0,0,28066.52
1302,1302,7bc47d23-8147-4074-b9a3-4ab9deae8f1b,41,With Spouse,North York,43.75815496,-79.40506803,fulltime,41067,139,15,6,15,9,19,17,9,1,0,0,7,0,43221.76
1303,1303,1dd47094-dcef-4578-ae7b-b51acb795275,44,With Spouse,Toronto,43.64843846,-79.40564197,unemployed,0,111,0,0,0,9,0,0,0,0,0,6,0,0,3136.64333
1304,1304,232c3c29-88bf-4e6d-9319-6ad4373aae37,17,With Parent,Toronto,43.66670385,-79.40933471,unemployed,0,115,1,0,30,9,0,0,0,0,0,0,0,0,165.22
1305,1305,b93a2a38-11bc-421b-96a6-9bcbd5cab9b3,50,With Spouse,Toronto,43.66397688,-79.41231344,parttime,23042.8,147,16,6,15,9,13,16,6,0,0,0,7,0,23566
1306,1306,19f9a291-938b-4a74-8484-7698c502259d,34,With Spouse,North York,43.77145261,-79.44198878,unemployed,0,114,0,0,0,14,0,0,0,0,0,6,0,0,2554.684744
1307,1307,20aa36d3-80a1-4f0c-90f0-e325797c37d1,34,With Spouse,Etobicoke,43.72629266,-79.56296811,fulltime,30467,149,16,7,36,23,0,12,9,0,0,0,0,0,21654.27
1308,1308,9f6e582a-1105-46bf-bcd7-342de793871b,57,With Spouse,East York,43.69596263,-79.3174775,parttime,32094.2,141,16,7,15,9,34,24,8,5,0,0,0,0,26108.11
1309,1309,4ca5ba09-cc66-4947-b830-d11681b68258,41,With Spouse,Scarborough,43.81172945,-79.28442335,fulltime,29181,147,15,7,59,19,6,14,8,0,0,0,0,0,18811.94
1310,1310,8de70796-ddb1-4ec4-9d5f-f3315f965a56,46,With Spouse,Scarborough,43.77967252,-79.13512082,parttime,28396.5,147,16,7,22,8,33,13,10,0,0,0,0,0,20176.47
1311,1311,d7e9d732-217c-47f9-bf59-e7b503aba705,48,With Spouse,Toronto,43.66116268,-79.45295061,fulltime,119872.5,145,16,8,28,11,33,21,11,6,12,0,0,0,118395.67
1312,1312,2bbb1e74-df27-41c2-b74f-b7fa4d44ecc0,24,With Parent,Toronto,43.71105585,-79.38070828,parttime,7628.28,112,17,0,44,12,0,0,0,0,0,0,0,0,9356.99
1313,1313,48623e43-4646-4615-88a1-04c83a6225a2,23,With Parent,Scarborough,43.78928765,-79.21939154,parttime,4415.07,119,15,0,45,10,0,0,0,1,0,0,0,0,5656.06
1314,1314,ec0e5303-daff-49f6-b5a3-f7b09a21ed0b,35,With Spouse,Toronto,43.65046594,-79.39227779,fulltime,37997,150,15,7,37,23,0,26,7,0,0,0,0,0,26770.32
1315,1315,e8a83feb-c89b-4b0a-8f2b-d8bf59ca12a9,48,With Spouse,Toronto,43.66957122,-79.3834736,parttime,11513.7,148,15,7,25,8,35,13,9,5,0,3,0,0,8759.297271
1316,1316,5072e92a-81f7-4454-bf6d-8ca1d5345b3f,39,With Spouse,North York,43.75993581,-79.42331518,unemployed,0,118,0,0,0,8,0,0,0,0,0,6,0,0,3478.81765
1317,1317,c9491ed7-4904-4b7d-a058-0fd4e57aa731,46,With Spouse,Etobicoke,43.67012119,-79.52289142,fulltime,47734.5,144,16,5,144,24,40,13,9,6,0,0,0,0,24200.12
1318,1318,155d656e-fbf0-4977-abad-a850ab974243,54,With Spouse,Toronto,43.66649193,-79.42679281,parttime,31733.1,143,15,7,94,16,0,19,9,0,0,0,0,0,18336.11
1319,1319,32563b6a-1c0e-4fb6-b354-4a15fd1ace4e,38,With Spouse,Scarborough,43.81172945,-79.28442335,fulltime,23833,150,15,6,15,18,27,22,9,6,0,0,0,0,14703.52
1320,1320,3270609c-ae13-45fa-b5ee-8e304442b03b,20,With Parent,Toronto,43.64820845,-79.43780871,unemployed,0,100,2,0,30,13,0,0,0,0,0,0,0,0,63.81
1321,1321,43c27b26-3a80-41bf-9b1a-d736e19cd949,51,With Spouse,Scarborough,43.7748609,-79.29342268,parttime,22730.9,146,15,7,58,144,34,15,9,1,0,0,0,0,11565.32
1322,1322,b58fa042-0910-4e66-b059-7529891c8ebd,40,With Spouse,Toronto,43.66670385,-79.40933471,fulltime,53778,147,15,7,45,17,6,15,10,0,0,0,0,0,55702.57
1323,1323,c3a39639-3113-4ce6-931d-fc0dec2c1f02,21,With Parent,Toronto,43.65099751,-79.4165558,parttime,8282.67,107,16,0,44,14,0,0,0,0,0,0,0,0,10537.83
1324,1324,72baa140-b9bc-480f-86dd-5a61e0a6c735,50,With Spouse,North York,43.77838832,-79.42748486,parttime,19043.2,153,16,7,167,144,47,15,8,0,0,5,7,0,14919.38158
1325,1325,c82c8dfb-7279-4f8e-885d-35249979b819,54,With Spouse,North York,43.70375662,-79.48907295,parttime,20624.1,140,16,7,49,143,34,19,8,1,0,1,0,0,11156.97
1326,1326,bd244eb3-0783-415a-8484-4062a045c8af,53,With Spouse,North York,43.71259173,-79.49869071,parttime,24366.2,138,16,7,21,7,28,15,7,5,0,0,0,0,15564.51
1327,1327,d3f098fd-57f3-4b0f-b0b0-35c6acc3456f,60,With Spouse,Scarborough,43.83115595,-79.25493224,fulltime,40283.35,138,15,6,15,6,6,18,11,1,0,0,0,0,42746.1
1328,1328,cd40b5ea-6b6c-48f4-9e9b-2bdefdd4e1bf,39,With Spouse,Toronto,43.64233636,-79.41608435,fulltime,30618,146,15,7,52,10,19,11,9,6,12,7,0,0,26778.32
1329,1329,e1d7e6a0-8f82-4b12-8910-2856d13681bb,62,With Spouse,Toronto,43.67785539,-79.38860795,fulltime,116347.45,144,16,7,15,13,0,22,8,0,12,0,0,0,128793.92
